Palabra	Texto	Folio	Página
Chile	Don Francisco Piçarro, quando Almagro se via ydo a <b>Chile</b>, maliçiosamente como avia visto que Su Magestad no le daba mas governaçion de aquellas treçientas leguas por el altura embio a un Peranzules aca a España a pedir a Su Magestad que tenia notiçia que don Pedro de Mendoça entrava por el rio de La Plata y Almagro estaba en <b>Chile</b> y la governacion del <i>Peru</i> y el rio de La Plata confinaban juntos, que mandase Su Magestad a qualquier dellos no se entremetiesen ni tomasen de lo que en la tierra aquellos governadores y cada uno por sí tuviese poblado:y conquistado	23r	150
Chile	pues visto por Almagro no querer entender Piçarro en partir la governaçion, embio a pedir navio para ynformar a Su Magestad del suçeso de <b>Chile</b> y el oro que de alla avia traydo y lo que allo con el thesorero Riquelme en el <i>Cuzco</i> y lo tenía alli en <i>Chincha</i>	23v	151
Chile	"Entrebino en el conçierto Fuenmayor y el liçençiado de la Gama y un padre Vovadilla prouinçial de La Merçed fue el conçierto que se soltase a Hernando PIçarro y se fuese a España y llevase poderes de entranvos a dos governadores y el oro y plata que estaba en <i>Chincha/i> el thesorero Riquelme que se avia traido de
<b>Chile</b> y allaron en el <i>Cuzco</i> y que se diese a Almagro navio para que embiase a España sus recaudos y que se pusiese en el <i>Cuzco</i> un corregidor por Su Magestad que no acudiese a algun governador de los dos sino que residiese en aquella judicatud hasta que Su Magestad proueyese de una persona cavallero les partiese las governaçiones y Almagro se fuese a las <i>Charcas</i> y Piçarro se volviese a la <i>çibdad</i> de Los Reyes "	25r	154
Chile	Enbio a <b>Chile</b> un Baldivia que hiço mahese de campo en el valle de <i>Chincha</i> quando mudo a todos los capitanes Hernando Piçarro y porque avia aorcado un soldado porque se avia adelantado alli al valle de <i>Limaycasca</i>… y llevo consigo este Valdivia algunos de aquellos que con Almagro avian ydo primero y poblo en <b>Chile</b>.	29v	163
Chile	y por un sermon que pedrico [sic por predicó] el regente que fue por obispo a las <i>Charcas</i> que dixo matasen a todos y no quedase nynguno hiçose un rastro de cuerpos muertos mas que de puercos y <i>carneros</i> se haçen en una <i>çiudad</i> sin los que mataron los <i>naturales</i> por los campos por un mandamiento que Vaca de Castro les dio a los <i>yndios</i> que los matasen y no miravan si heran de los de <b>[C]hile</b> o de los suyos hasta que se allaron algunos algunos muertos y ser de los suyos	32r	168
Chile	pues como Diego Çenteno se bolviese a los <i>Charcas</i> a do hera vezino y obiese quedado Piçarro a un Almendras por corregidor, matolo Diego Çenteno y alço bandera por Su Magestad y en el <i>Cuzco</i> avia quedado a Toro por corregidor y como lo supiese que se avia alzado Çenteno y [que] avia muerto al Almendras, hizo gente y fue sobre el. Avianse llegado con Diego Çenteno algunos soldados de los que avian ydo a <b>Chile</b> con Almagro que despues de la vatalla de <i>Chupas</i> avian entrado con Diego de Roxas por una <i>provinçia</i> que se dize <i>Tucuman</i> que confina con el rio de La Plata porque el governador Vaca de Castro le probeyo de capitan y murio el Roxas alla y toda la gente se salia desbaratada y mal proveyda y como llegase todo del <i>Cuzco</i> fueronse retrayendo haçia el repartimiento de Diego Çenteno que se llama La <i>Tutora</i> y bolviose Toro al <i>Cuzco</i>.	36r	176
Chile	Estubose el tirano [Gonçalo Piçarro] en <i>Quito</i> haçiendo justiçia de algunos vezinos que avian servido a vuestra magestad en aquella jornada como a un Diego de Torres y a otro su cuñado y a otro sobrino de Martin de la Calle y a otros muchos porque los demas que quedaron bivos se huyeron haçia <i>Popayan</y>. Repartia los <i>yndios</i> entre los tiranos çecuazes de sus soldados asi los de los vivos como los de los muertos y desterro haçia <b>Chile</b> a otros muchos y todos aquellos <i>yndios</i> repartia como digo	37v	179
Chile	Los vezinos que desterro a <b>Chile</b> el tirano [Gonçalo Piçarro] de <i>Quito</i> que los llebava un capitan Ulloa queriendose enbarcar con ellos en un barco la costa arriba de <i>Lima</i> alzaronse con el varco y fueronse a la Nueba España y dexaron al tirano de Ulloa en tierra. Yba entre ellos don Alonso de Montemayor que Su Magestad podra enbiar a llamar e ynformarse del de todas las cosas de aquel tirano y de la tierra.	38r	181
Chile	porque yo no les alle mas raçon ni saber de los tienpos pasados de hasta la edad de <i>Topa Ynga Yupangui</i> que fue su padre de <i>Gu[a]inacaba</i> porqueste fue el primero en gran nobleça y los administro y governo en quieta paz y sosiego y conquisto toda la tierra hasta <b>Chile</b> y destotro cabo hasta los <i>carangas</i> ques cavo <i>pastos</i> y pasto y los puso en sacar oro y plata aunque dizen que de mucho tienpo los avian y los enpuso en afinar los metales de oro y de plata y conoçio el cobre y el estaño 	43r	191
Chile	y en <i>Quito</i> dizen fue alto de cuerpo y delgado y mui bien hablado en su <i>lengua</i> y amigo de pobres y honbre que oya a todos los menores de mui buen grado y al hombre que era malo aunque era <i>señor</i> mostravase contra el cruel y era hombre mui atentado que nunca el enojo le bençio ni por afiçion dexo de haçer justiçia y pues <i>señoreo</i> desde la <i>provinçia</i> de <b>Chile</b> hasta rio Caliente ques mas adelante de <i>Pasto</i> que ay del un cavo al otro pasadas de dos mil y doçientas leguas y la tierra dentro por los <i>Andes</i> y montañas zerca de ochenta o çien leguas desde la costa haçia alla	43r	191
Chile	Esto de los <i>correos</i> mando que siempre residiesen en sus <i>asientos</i> para enviar el mensaje que le pertenesçiese a <b>Chile</b> o a <i>Quito</i> o a donde quiera que - fuese menester y oviese menester de enviar algun aviso que en quinçe dias fuese a <b>Chile</b> con el recado y en otros quinçe volviese y por el consiguiente a <i>Quito</i>.	45v-46r	196-197
Chile	mando a sus primos dotrinasen al <i>Guascar</i> a su hijo en toda raçon y le favoresiesen y anparasen y que sacasen gente de guerra para favorezer las <i>provinçias</i> si en alguna se rebelase o para <b>Chile</b> si fuese menester	46v	198
Chile	Estava con el governador [Françisco Piçarro] una <i>lengua</i> que se llamaba [F]elipillo y este <i>Atabalipa</i> tenia una <i>india</i> <i>señora</i> mui hermosa que despues de bautizada la llamaron Angelina y esta <i>lengua</i> enamorado della arguyo el <i>Atabalipa</i> que queria rebelarse y matar a los cristianos e hiçoselo entender al governador. Creyendoselo Piçarro hazelo matar por donde pago el tirano [Atavalipa] la muerte de su hermano [Guascar]. Esta <i>lengua</i> fue el que se quiso rebelar en <b>Chile</b> y matar al adelantado Almagro y a su gente savido estar revelado el <i>Peru</i>.	50r	205
Chincha	[Françisco Piçarro] encaminolos que se fuesen haçia <i>La Nasca</i> por los llanos y el quedose en <i>Lima</i> y embio con alguna gente a Montenegro, vecino que fue a los atadillos [sic por <i>atauillos</i>] y Guanico [sic por <i>Guanuco</i>] y diese guerra a vn <i>Hilla Topa</i> <i>ynga</i> que andaba por ay perturbando el serviçio de los <i>yndios</i> y el governador [Almagro] fuese tras el licençiado Espinosa y los mas capitanes y alcançolos en el valle de Hinche [sic por <b>Chincha</b>]. Fueronse todos haçia <i>La nasca</i>.	22r	148
Chincha	"llegado Almagro, el Adelantado, al valle de <b>Chincha</b> con su gente enbio a requerir al governador [Piçarro] entendiesen en partir las
governaçiones y se pusiesen pilotor por el altura determinasen hasta do llegava la governaçion de Piçarro y tanbien al Caildo se lo envio a requerir"	23r	150
Chincha	pues visto por Almagro no querer entender Piçarro en partir la governaçion, embio a pedir navio para ynformar a Su Magestad del suçeso de <i>Chile</i> y el oro que de alla avia traydo y lo que allo con el thesorero Riquelme en el <i>Cuzco</i> y lo tenía alli en <b>Chincha</b> 	23v	151
Chincha	procura Almagro de haçer vna balsa de henea y echala a la mar con algunos marineros y con un Luys Garçia Samames que baya a buscar navio y se lo encamine a <b>Chincha</b> 	23v	151
Chincha	saliose este governador Piçarro con toda aquella gente de la <i>çiudad</i> de Los Reyes y fuese al valle de <i>Pachacama</i> y otro día a una fuente que llaman los <i>yndios</i> <i>xabuey</i> y otro día a <i>Chirca</i> a do tenia puesta gente de esplas para saver de las cosas de Almagro y supo dellos estarse quedo en el valle de <b>Chincha</b> Almagro y alli aconsexamos todos los vezinos de la tierra que alli estavamos con el, se viese con Almagro y se concertasen de tal manera que tuviesemos paz. tuviesemos paz.	24r	152
Chincha	abisaron [a] Almagro de los questavan con Piçarro que lo querian prender y dizen que fue Godoy y amosaronle la gente questava escondida para haçerlo y cavalgo en su caallo que se llamava Motilla que andava treinta leguas en un dia y bolviose al valle de <b>Chincha</b> el y sus amigos bien escandaliçado de la traiçion...	24v	153
Chincha	y de alli nos fuimos al valle y nos pasamos de largo y pasamos el rio de <i>Lunaguana</i> y a la voca del arenal açia <b>Chincha</b> asentamos real en unas fuentes que alli estaban	25r	154
Chincha	"Entrebino en el conçierto Fuenmayor y el liçençiado de la Gama y un padre Vovadilla prouinçial de La Merçed fue el conçierto que se soltase a Hernando PIçarro y se fuese a España y llevase poderes de entranvos a dos governadores y el oro y plata que estaba en <b>Chincha/b> el thesorero Riquelme que se avia traido de
<i>Chile</i> y allaron en el <i>Cuzco</i> y que se diese a Almagro navio para que embiase a España sus recaudos y que se pusiese en el <i>Cuzco</i> un corregidor por Su Magestad que no acudiese a algun governador de los dos sino que residiese en aquella judicatud hasta que Su Magestad proueyese de una persona cavallero les partiese las governaçiones y Almagro se fuese a las <i>Charcas</i> y Piçarro se volviese a la <i>çibdad</i> de Los Reyes."	25r	154
Chincha	Benimos al valle de Hincha [sic por <b>Chincha</b>] y Almagro fuese de alli hazia el valle de <i>Uymay</i> a do tenia hecho un <i>pueblo</i> y subiose a un asiento y <i>casa de ynga</i> que se dize <i>Limaycasca</i>.	26v	157
Chincha	Alli en <b>Chincha</b> allamos al thesorero Riquelme con el thesoro de Vuestra Majestad arriba dicho	26v	157
Chincha	Salimos de <b>Chincha</b> y fuimos al valle de <i>Limaycasca</i> que se dize <i>Sangallay</i> y tenia alli poblado Almagro un pueblo … fuimonos al <i>tambo</i> pintado porque el Adelantado don Diego de Almagro se subio por el valle arriba azia Guytara [sic por <i>Guaytara</i>]. Alli asentamos real y tuvimos neçesidad de comida y fue embiado a un Felipe Voscan al valle de <i>Yca</i> con gente que la truxese y fue con el un Villacastin vecino del conozco [sic por <i>Cuzco</i>]	27r	158
Chincha	Enbio a <i>Chile</i> un Baldivia que hiço mahese de campo en el valle de <b>Chincha</b> quando mudo a todos los capitanes Hernando Piçarro y porque avia aorcado un soldado porque se avia adelantado alli al valle de <i>Limaycasca</i>… y llevo consigo este Valdivia algunos de aquellos que con Almagro avian ydo primero y poblo en <i>Chile</i>.	29v	163
Chinpo	Pues como Machicao, que el tirano Gonçalo Piçarro enbio a <i>Panama</i>, ubiese hecho mucha gene y muchos agravios, enbarcose con ella y binose haçia <i>Tunbez</i> y desenbarcose alli y fuese el rio arriba haçia <b>Chinpo</b>, que es camino de <i>Quito</i> y alli desembarco y se subio haçia la sierra y se fue haçia <i>Luiza</i> a tienpo que bisorrey se retraya haçia <i>Quito</i> y el tirano Caravajal, maese de campo, le yba dando alcançe	36r	176
Chirca	saliose este governador Piçarro con toda aquella gente de la <i>çiudad</i> de Los Reyes y fuese al valle de <i>Pachacama</i> y otro día a una fuente que llaman los <i>yndios</i> <i>xabuey</i> y otro día a <b>Chirca</b> a do tenia puesta gente de esplas para saver de las cosas de Almagro y supo dellos estarse quedo en el valle de <i>Chincha</i> Almagro y alli aconsexamos todos los vezinos de la tierra que alli estavamos con el, se viese con Almagro y se concertasen de tal manera que tuviesemos paz. tuviesemos paz.	24r	152
chonos/chunos	Y estando [Guayna Capac] en el <i>Cuzco</i> quieto y paçifico inieronle nuevas que los <b>chonos</b> y <i>guancavilcas</i> en La Culata se le avian revelado contra su <i>governador</i> <i>señor</i> de <i>La Puna</i>. Aperçivio toda su gente de guerra y toma sus <i>capitanes</i> e ynbialos que bayan haçia [a]lla poco a poco y el quedose en el <i>Cuzco</i> con su hijo el <i>Guascar</i> que era el mayorazgo y ordeno que quedasen por sus ayos y <i>governadores</i> <i>Ylla Oma Tizo</i>, su primo <i>Yupangui</i>, tambien su primo <i>señor</i> de <i>Urcos</i> y [de] <i>Moyna</i>. 	46v	198
chonos/chunos	y enbiaron a llamar al <i>señor</i> de <i>La Puna</i> y benidos que fueron se fueron con ellos en valsas y abajado Guirynacava [sic por <i>Guaynacava</i>] a la ysla y el <i>Guaynacava</i> se abajo al paso y [tomo] presos algunos <i>señores</i> de los <b>chunos</b> y <i>guancavelicas</i>. Los hizo matar y puso otros en su lugar; como todos le diesen obediençia, se torno a subir a los <i>cam[inos]</i>.	47r	199
chuño	Mando haçer junto [a] aquellas <i>casas</i> en lo alto en la sierra unas como camarillas [sic por <i>depositos</i>] por su orden por toda la sierra para depositar y poner lana, ropa <i>ojotas</i> <i>guaracas</i> y otras cosas que en las <i>provinçias</i>pudiesen aver carne seca que ellos llaman <i>charque</i>, <i>papas secas</i>  que ellos llaman - <b>chuño</b>, <i>oca</i>, <i>maiz</i> de todas las cosas que en las <i>provinçias</i> avia haçia poner en aquellos <i>depositos</i>	44r-44v	193-194
chupachos	Envio [Hernando Piçarro] sus capitanes y repartioles la tierra porque enbio [a] Alonso de Alvarado a los <i>chachapoyas</i> [a] su conquista y a Horbina a La Culata y a Pero Ançules envio a los <i>moxos</i> y con ellos mucha gente de la de don Diego de Almagro y a Bergara a los <i>gracamoros</i> y a Mercadillo a los <b>chupachos</b> y a todos los encargo los soldados que le avian servido en aquella vatalla [contra Almagro]	28v	161
Chupas	y esta provision ha destruido aquellos reinos que si se le mandara espresamente hiçiese las ynformaçiones y las enviase a su magestad para ynformarle de la verdad y pusiese justiçia en nombre de su magestad, no se diera la vatalla de <b>Chupas</b> no se destruyera la tierra remediarse muy gran daño que a benido aquellos reinos	29r	162
Chupas	y ansi se fueron haçia <i>Guamanga</i> con toda su gente y se puso dos leguas de la otra banda del <i>pueblo</i> asento real en un asiento que se dize <b>Chupas</b> saliose don Diego del <i>Cuzco</i> con toda su gente e hiçose capitan general Juan Balsa. Tardose mucho en el <i>camino</i> porque se avian hecho unos quatro o çinco tiros que oy dia estan en el <i>Cuzco</i> y vinieronse hasta <i>Bilcas</i>	32r	168
Chupas	tubose notiçia que benia Surbano de aca de España con las provisiones de governador para don Diego. Estava don Diego nuebe leguas de <b>Chupa[s]</b> a do estava Baca de Castro y enfio de alli a don Diego sus provisiones y a requerirle no se lo que le enbio a dezir de ay a pocos dias se dio una batalla alli en <b>Chupas</b>  que murieron tantas de gentes a sin culpa y sin justiçia	32r	168
Chupas	pues como Diego Çenteno se bolviese a los <i>Charcas</i> a do hera vezino y obiese quedado Piçarro a un Almendras por corregidor, matolo Diego Çenteno y alço bandera por Su Magestad y en el <i>Cuzco</i> avia quedado a Toro por corregidor y como lo supiese que se avia alzado Çenteno y [que] avia muerto al Almendras, hizo gente y fue sobre el. Avianse llegado con Diego Çenteno algunos soldados de los que avian ydo a <i>Chile</i> con Almagro que despues de la vatalla de <b>Chupas</b> avian entrado con Diego de Roxas por una <i>provinçia</i> que se dize <i>Tucuman</i> que confina con el rio de La Plata porque el governador Vaca de Castro le probeyo de capitan y murio el Roxas alla y toda la gente se salia desbaratada y mal proveyda y como llegase todo del <i>Cuzco</i> fueronse retrayendo haçia el repartimiento de Diego Çenteno que se llama La <i>Tutora</i> y bolviose Toro al <i>Cuzco</i>.	36r	176
